FIPStxt,State,Area_Name,POP_ESTIMATE_2019
54053,WV,Mason County,"26,516"
54055,WV,Mercer County,"58,758"
54057,WV,Mineral County,"26,868"
54059,WV,Mingo County,"23,424"
54061,WV,Monongalia County,"105,612"
54063,WV,Monroe County,"13,275"
54065,WV,Morgan County,"17,884"
54067,WV,Nicholas County,"24,496"
54069,WV,Ohio County,"41,411"
54071,WV,Pendleton County,"6,969"
54073,WV,Pleasants County,"7,460"
54075,WV,Pocahontas County,"8,247"
54077,WV,Preston County,"33,432"
54079,WV,Putnam County,"56,450"
54081,WV,Raleigh County,"73,361"
54083,WV,Randolph County,"28,695"
54085,WV,Ritchie County,"9,554"
54087,WV,Roane County,"13,688"
54089,WV,Summers County,"12,573"
54091,WV,Taylor County,"16,695"
54093,WV,Tucker County,"6,839"
54095,WV,Tyler County,"8,591"
54097,WV,Upshur County,"24,176"
54099,WV,Wayne County,"39,402"
54101,WV,Webster County,"8,114"
54103,WV,Wetzel County,"15,065"
54105,WV,Wirt County,"5,821"
54107,WV,Wood County,"83,518"
54109,WV,Wyoming County,"20,394"
55000,WI,Wisconsin,"5,822,434"
55001,WI,Adams County,"20,220"
55003,WI,Ashland County,"15,562"
55005,WI,Barron County,"45,244"
55007,WI,Bayfield County,"15,036"
55009,WI,Brown County,"264,542"
55011,WI,Buffalo County,"13,031"
55013,WI,Burnett County,"15,414"
55015,WI,Calumet County,"50,089"
55017,WI,Chippewa County,"64,658"
55019,WI,Clark County,"34,774"
55021,WI,Columbia County,"57,532"
55023,WI,Crawford County,"16,131"
55025,WI,Dane County,"546,695"
55027,WI,Dodge County,"87,839"
55029,WI,Door County,"27,668"
55031,WI,Douglas County,"43,150"
55033,WI,Dunn County,"45,368"
55035,WI,Eau Claire County,"104,646"
55037,WI,Florence County,"4,295"
55039,WI,Fond du Lac County,"103,403"
55041,WI,Forest County,"9,004"
55043,WI,Grant County,"51,439"
55045,WI,Green County,"36,960"
55047,WI,Green Lake County,"18,913"
55049,WI,Iowa County,"23,678"
55051,WI,Iron County,"5,687"
55053,WI,Jackson County,"20,643"
55055,WI,Jefferson County,"84,769"
55057,WI,Juneau County,"26,687"
55059,WI,Kenosha County,"169,561"
55061,WI,Kewaunee County,"20,434"
55063,WI,La Crosse County,"118,016"
55065,WI,Lafayette County,"16,665"
55067,WI,Langlade County,"19,189"
55069,WI,Lincoln County,"27,593"
55071,WI,Manitowoc County,"78,981"
55073,WI,Marathon County,"135,692"
55075,WI,Marinette County,"40,350"
55077,WI,Marquette County,"15,574"
55078,WI,Menominee County,"4,556"
55079,WI,Milwaukee County,"945,726"
55081,WI,Monroe County,"46,253"
55083,WI,Oconto County,"37,930"
55085,WI,Oneida County,"35,595"
55087,WI,Outagamie County,"187,885"
55089,WI,Ozaukee County,"89,221"
55091,WI,Pepin County,"7,287"
55093,WI,Pierce County,"42,754"
55095,WI,Polk County,"43,783"
55097,WI,Portage County,"70,772"
55099,WI,Price County,"13,351"
55101,WI,Racine County,"196,311"
55103,WI,Richland County,"17,252"
55105,WI,Rock County,"163,354"
55107,WI,Rusk County,"14,178"
55109,WI,St. Croix County,"90,687"
55111,WI,Sauk County,"64,442"
55113,WI,Sawyer County,"16,558"
55115,WI,Shawano County,"40,899"
55117,WI,Sheboygan County,"115,340"
55119,WI,Taylor County,"20,343"
55121,WI,Trempealeau County,"29,649"
55123,WI,Vernon County,"30,822"
55125,WI,Vilas County,"22,195"
55127,WI,Walworth County,"103,868"
55129,WI,Washburn County,"15,720"
55131,WI,Washington County,"136,034"
55133,WI,Waukesha County,"404,198"
55135,WI,Waupaca County,"50,990"
55137,WI,Waushara County,"24,443"
55139,WI,Winnebago County,"171,907"
55141,WI,Wood County,"72,999"
56000,WY,Wyoming,"578,759"
56001,WY,Albany County,"38,880"
56003,WY,Big Horn County,"11,790"
56005,WY,Campbell County,"46,341"
56007,WY,Carbon County,"14,800"
56009,WY,Converse County,"13,822"
56011,WY,Crook County,"7,584"
56013,WY,Fremont County,"39,261"
56015,WY,Goshen County,"13,211"
56017,WY,Hot Springs County,"4,413"
56019,WY,Johnson County,"8,445"
56021,WY,Laramie County,"99,500"
56023,WY,Lincoln County,"19,830"
56025,WY,Natrona County,"79,858"
56027,WY,Niobrara County,"2,356"
56029,WY,Park County,"29,194"
56031,WY,Platte County,"8,393"
56033,WY,Sheridan County,"30,485"
56035,WY,Sublette County,"9,831"
56037,WY,Sweetwater County,"42,343"
56039,WY,Teton County,"23,464"
56041,WY,Uinta County,"20,226"
56043,WY,Washakie County,"7,805"
56045,WY,Weston County,"6,927"
72000,PR,Puerto Rico,"3,193,694"
72001,PR,"Adjuntas Municipio, Puerto Rico","17,363"
72003,PR,"Aguada Municipio, Puerto Rico","36,694"
72005,PR,"Aguadilla Municipio, Puerto Rico","50,265"
72007,PR,"Aguas Buenas Municipio, Puerto Rico","24,814"
72009,PR,"Aibonito Municipio, Puerto Rico","22,108"
72011,PR,"Añasco Municipio, Puerto Rico","26,161"
72013,PR,"Arecibo Municipio, Puerto Rico","81,966"
72015,PR,"Arroyo Municipio, Puerto Rico","17,238"
72017,PR,"Barceloneta Municipio, Puerto Rico","23,727"
72019,PR,"Barranquitas Municipio, Puerto Rico","27,725"
72021,PR,"Bayamón Municipio, Puerto Rico","169,269"
72023,PR,"Cabo Rojo Municipio, Puerto Rico","47,515"
72025,PR,"Caguas Municipio, Puerto Rico","124,606"
72027,PR,"Camuy Municipio, Puerto Rico","30,504"
72029,PR,"Canóvanas Municipio, Puerto Rico","44,674"
72031,PR,"Carolina Municipio, Puerto Rico","146,984"
72033,PR,"Cataño Municipio, Puerto Rico","23,121"
72035,PR,"Cayey Municipio, Puerto Rico","42,409"
72037,PR,"Ceiba Municipio, Puerto Rico","10,904"
72039,PR,"Ciales Municipio, Puerto Rico","15,808"
72041,PR,"Cidra Municipio, Puerto Rico","38,307"
72043,PR,"Coamo Municipio, Puerto Rico","38,336"
72045,PR,"Comerío Municipio, Puerto Rico","18,648"
72047,PR,"Corozal Municipio, Puerto Rico","32,293"
72049,PR,"Culebra Municipio, Puerto Rico","1,714"
72051,PR,"Dorado Municipio, Puerto Rico","36,141"
72053,PR,"Fajardo Municipio, Puerto Rico","29,454"
72054,PR,"Florida Municipio, Puerto Rico","11,317"
72055,PR,"Guánica Municipio, Puerto Rico","15,383"
72057,PR,"Guayama Municipio, Puerto Rico","39,465"
72059,PR,"Guayanilla Municipio, Puerto Rico","17,623"
72061,PR,"Guaynabo Municipio, Puerto Rico","83,728"
72063,PR,"Gurabo Municipio, Puerto Rico","47,093"
72065,PR,"Hatillo Municipio, Puerto Rico","39,218"
72067,PR,"Hormigueros Municipio, Puerto Rico","15,518"
72069,PR,"Humacao Municipio, Puerto Rico","50,653"
72071,PR,"Isabela Municipio, Puerto Rico","40,423"
72073,PR,"Jayuya Municipio, Puerto Rico","13,891"
72075,PR,"Juana Díaz Municipio, Puerto Rico","44,679"
72077,PR,"Juncos Municipio, Puerto Rico","38,155"
72079,PR,"Lajas Municipio, Puerto Rico","22,010"
72081,PR,"Lares Municipio, Puerto Rico","24,276"
72083,PR,"Las Marías Municipio, Puerto Rico","7,927"
72085,PR,"Las Piedras Municipio, Puerto Rico","37,007"
72087,PR,"Loíza Municipio, Puerto Rico","24,553"
72089,PR,"Luquillo Municipio, Puerto Rico","17,665"
72091,PR,"Manatí Municipio, Puerto Rico","37,287"
72093,PR,"Maricao Municipio, Puerto Rico","5,430"
72095,PR,"Maunabo Municipio, Puerto Rico","10,321"
72097,PR,"Mayagüez Municipio, Puerto Rico","71,530"
72099,PR,"Moca Municipio, Puerto Rico","34,891"
72101,PR,"Morovis Municipio, Puerto Rico","30,335"
72103,PR,"Naguabo Municipio, Puerto Rico","25,761"
72105,PR,"Naranjito Municipio, Puerto Rico","27,349"
72107,PR,"Orocovis Municipio, Puerto Rico","20,220"
72109,PR,"Patillas Municipio, Puerto Rico","16,211"
72111,PR,"Peñuelas Municipio, Puerto Rico","19,249"
72113,PR,"Ponce Municipio, Puerto Rico","131,881"
72115,PR,"Quebradillas Municipio, Puerto Rico","22,918"
72117,PR,"Rincón Municipio, Puerto Rico","13,656"
72119,PR,"Río Grande Municipio, Puerto Rico","48,025"
72121,PR,"Sabana Grande Municipio, Puerto Rico","21,712"
72123,PR,"Salinas Municipio, Puerto Rico","27,128"
72125,PR,"San Germán Municipio, Puerto Rico","30,227"
72127,PR,"San Juan Municipio, Puerto Rico","318,441"
72129,PR,"San Lorenzo Municipio, Puerto Rico","35,989"
72131,PR,"San Sebastián Municipio, Puerto Rico","35,528"
72133,PR,"Santa Isabel Municipio, Puerto Rico","21,209"
72135,PR,"Toa Alta Municipio, Puerto Rico","72,025"
72137,PR,"Toa Baja Municipio, Puerto Rico","74,271"
72139,PR,"Trujillo Alto Municipio, Puerto Rico","63,674"
72141,PR,"Utuado Municipio, Puerto Rico","27,395"
72143,PR,"Vega Alta Municipio, Puerto Rico","36,061"
72145,PR,"Vega Baja Municipio, Puerto Rico","50,023"
72147,PR,"Vieques Municipio, Puerto Rico","8,386"
72149,PR,"Villalba Municipio, Puerto Rico","21,372"
72151,PR,"Yabucoa Municipio, Puerto Rico","32,282"
72153,PR,"Yauco Municipio, Puerto Rico","33,575"
