FIPStxt,State,Area_Name,POP_ESTIMATE_2019
29023,MO,Butler County,"42,478"
29025,MO,Caldwell County,"9,020"
29027,MO,Callaway County,"44,743"
29029,MO,Camden County,"46,305"
29031,MO,Cape Girardeau County,"78,871"
29033,MO,Carroll County,"8,679"
29035,MO,Carter County,"5,982"
29037,MO,Cass County,"105,780"
29039,MO,Cedar County,"14,349"
29041,MO,Chariton County,"7,426"
29043,MO,Christian County,"88,595"
29045,MO,Clark County,"6,797"
29047,MO,Clay County,"249,948"
29049,MO,Clinton County,"20,387"
29051,MO,Cole County,"76,745"
29053,MO,Cooper County,"17,709"
29055,MO,Crawford County,"23,920"
29057,MO,Dade County,"7,561"
29059,MO,Dallas County,"16,878"
29061,MO,Daviess County,"8,278"
29063,MO,DeKalb County,"12,547"
29065,MO,Dent County,"15,573"
29067,MO,Douglas County,"13,185"
29069,MO,Dunklin County,"29,131"
29071,MO,Franklin County,"103,967"
29073,MO,Gasconade County,"14,706"
29075,MO,Gentry County,"6,571"
29077,MO,Greene County,"293,086"
29079,MO,Grundy County,"9,850"
29081,MO,Harrison County,"8,352"
29083,MO,Henry County,"21,824"
29085,MO,Hickory County,"9,544"
29087,MO,Holt County,"4,403"
29089,MO,Howard County,"10,001"
29091,MO,Howell County,"40,117"
29093,MO,Iron County,"10,125"
29095,MO,Jackson County,"703,011"
29097,MO,Jasper County,"121,328"
29099,MO,Jefferson County,"225,081"
29101,MO,Johnson County,"54,062"
29103,MO,Knox County,"3,959"
29105,MO,Laclede County,"35,723"
29107,MO,Lafayette County,"32,708"
29109,MO,Lawrence County,"38,355"
29111,MO,Lewis County,"9,776"
29113,MO,Lincoln County,"59,013"
29115,MO,Linn County,"11,920"
29117,MO,Livingston County,"15,227"
29119,MO,McDonald County,"22,837"
29121,MO,Macon County,"15,117"
29123,MO,Madison County,"12,088"
29125,MO,Maries County,"8,697"
29127,MO,Marion County,"28,530"
29129,MO,Mercer County,"3,617"
29131,MO,Miller County,"25,619"
29133,MO,Mississippi County,"13,180"
29135,MO,Moniteau County,"16,132"
29137,MO,Monroe County,"8,644"
29139,MO,Montgomery County,"11,551"
29141,MO,Morgan County,"20,627"
29143,MO,New Madrid County,"17,076"
29145,MO,Newton County,"58,236"
29147,MO,Nodaway County,"22,092"
29149,MO,Oregon County,"10,529"
29151,MO,Osage County,"13,615"
29153,MO,Ozark County,"9,174"
29155,MO,Pemiscot County,"15,805"
29157,MO,Perry County,"19,136"
29159,MO,Pettis County,"42,339"
29161,MO,Phelps County,"44,573"
29163,MO,Pike County,"18,302"
29165,MO,Platte County,"104,418"
29167,MO,Polk County,"32,149"
29169,MO,Pulaski County,"52,607"
29171,MO,Putnam County,"4,696"
29173,MO,Ralls County,"10,309"
29175,MO,Randolph County,"24,748"
29177,MO,Ray County,"23,018"
29179,MO,Reynolds County,"6,270"
29181,MO,Ripley County,"13,288"
29183,MO,St. Charles County,"402,022"
29185,MO,St. Clair County,"9,397"
29186,MO,Ste. Genevieve County,"17,894"
29187,MO,St. Francois County,"67,215"
29189,MO,St. Louis County,"994,205"
29195,MO,Saline County,"22,761"
29197,MO,Schuyler County,"4,660"
29199,MO,Scotland County,"4,902"
29201,MO,Scott County,"38,280"
29203,MO,Shannon County,"8,166"
29205,MO,Shelby County,"5,930"
29207,MO,Stoddard County,"29,025"
29209,MO,Stone County,"31,952"
29211,MO,Sullivan County,"6,089"
29213,MO,Taney County,"55,928"
29215,MO,Texas County,"25,398"
29217,MO,Vernon County,"20,563"
29219,MO,Warren County,"35,649"
29221,MO,Washington County,"24,730"
29223,MO,Wayne County,"12,873"
29225,MO,Webster County,"39,592"
29227,MO,Worth County,"2,013"
29229,MO,Wright County,"18,289"
29510,MO,St. Louis city,"300,576"
30000,MT,Montana,"1,068,778"
30001,MT,Beaverhead County,"9,453"
30003,MT,Big Horn County,"13,319"
30005,MT,Blaine County,"6,681"
30007,MT,Broadwater County,"6,237"
30009,MT,Carbon County,"10,725"
30011,MT,Carter County,"1,252"
30013,MT,Cascade County,"81,366"
30015,MT,Chouteau County,"5,635"
30017,MT,Custer County,"11,402"
30019,MT,Daniels County,"1,690"
30021,MT,Dawson County,"8,613"
30023,MT,Deer Lodge County,"9,140"
30025,MT,Fallon County,"2,846"
30027,MT,Fergus County,"11,050"
30029,MT,Flathead County,"103,806"
30031,MT,Gallatin County,"114,434"
30033,MT,Garfield County,"1,258"
30035,MT,Glacier County,"13,753"
30037,MT,Golden Valley County,821
30039,MT,Granite County,"3,379"
30041,MT,Hill County,"16,484"
30043,MT,Jefferson County,"12,221"
30045,MT,Judith Basin County,"2,007"
30047,MT,Lake County,"30,458"
30049,MT,Lewis and Clark County,"69,432"
30051,MT,Liberty County,"2,337"
30053,MT,Lincoln County,"19,980"
30055,MT,McCone County,"1,664"
30057,MT,Madison County,"8,600"
30059,MT,Meagher County,"1,862"
30061,MT,Mineral County,"4,397"
30063,MT,Missoula County,"119,600"
30065,MT,Musselshell County,"4,633"
30067,MT,Park County,"16,606"
30069,MT,Petroleum County,487
30071,MT,Phillips County,"3,954"
30073,MT,Pondera County,"5,911"
30075,MT,Powder River County,"1,682"
30077,MT,Powell County,"6,890"
30079,MT,Prairie County,"1,077"
30081,MT,Ravalli County,"43,806"
30083,MT,Richland County,"10,803"
30085,MT,Roosevelt County,"11,004"
30087,MT,Rosebud County,"8,937"
30089,MT,Sanders County,"12,113"
30091,MT,Sheridan County,"3,309"
30093,MT,Silver Bow County,"34,915"
30095,MT,Stillwater County,"9,642"
30097,MT,Sweet Grass County,"3,737"
30099,MT,Teton County,"6,147"
30101,MT,Toole County,"4,736"
30103,MT,Treasure County,696
30105,MT,Valley County,"7,396"
30107,MT,Wheatland County,"2,126"
30109,MT,Wibaux County,969
30111,MT,Yellowstone County,"161,300"
31000,NE,Nebraska,"1,934,408"
31001,NE,Adams County,"31,363"
31003,NE,Antelope County,"6,298"
31005,NE,Arthur County,463
31007,NE,Banner County,745
31009,NE,Blaine County,465
31011,NE,Boone County,"5,192"
31013,NE,Box Butte County,"10,783"
31015,NE,Boyd County,"1,919"
31017,NE,Brown County,"2,955"
31019,NE,Buffalo County,"49,659"
31021,NE,Burt County,"6,459"
31023,NE,Butler County,"8,016"
31025,NE,Cass County,"26,248"
31027,NE,Cedar County,"8,402"
31029,NE,Chase County,"3,924"
31031,NE,Cherry County,"5,689"
31033,NE,Cheyenne County,"8,910"
31035,NE,Clay County,"6,203"
31037,NE,Colfax County,"10,709"
31039,NE,Cuming County,"8,846"
31041,NE,Custer County,"10,777"
31043,NE,Dakota County,"20,026"
31045,NE,Dawes County,"8,589"
31047,NE,Dawson County,"23,595"
31049,NE,Deuel County,"1,794"
31051,NE,Dixon County,"5,636"
31053,NE,Dodge County,"36,565"
31055,NE,Douglas County,"571,327"
31057,NE,Dundy County,"1,693"
31059,NE,Fillmore County,"5,462"
31061,NE,Franklin County,"2,979"
31063,NE,Frontier County,"2,627"
31065,NE,Furnas County,"4,676"
31067,NE,Gage County,"21,513"
31069,NE,Garden County,"1,837"
31071,NE,Garfield County,"1,969"
31073,NE,Gosper County,"1,990"
31075,NE,Grant County,623
31077,NE,Greeley County,"2,356"
31079,NE,Hall County,"61,353"
31081,NE,Hamilton County,"9,324"
31083,NE,Harlan County,"3,380"
31085,NE,Hayes County,922
31087,NE,Hitchcock County,"2,762"
31089,NE,Holt County,"10,067"
31091,NE,Hooker County,682
31093,NE,Howard County,"6,445"
31095,NE,Jefferson County,"7,046"
31097,NE,Johnson County,"5,071"
31099,NE,Kearney County,"6,495"
31101,NE,Keith County,"8,034"
31103,NE,Keya Paha County,806
31105,NE,Kimball County,"3,632"
31107,NE,Knox County,"8,332"
31109,NE,Lancaster County,"319,090"
31111,NE,Lincoln County,"34,914"
31113,NE,Logan County,748
31115,NE,Loup County,664
31117,NE,McPherson County,494
31119,NE,Madison County,"35,099"
31121,NE,Merrick County,"7,755"
31123,NE,Morrill County,"4,642"
31125,NE,Nance County,"3,519"
31127,NE,Nemaha County,"6,972"
31129,NE,Nuckolls County,"4,148"
31131,NE,Otoe County,"16,012"
31133,NE,Pawnee County,"2,613"
31135,NE,Perkins County,"2,891"
31137,NE,Phelps County,"9,034"
31139,NE,Pierce County,"7,148"
31141,NE,Platte County,"33,470"
31143,NE,Polk County,"5,213"
31145,NE,Red Willow County,"10,724"
31147,NE,Richardson County,"7,865"
31149,NE,Rock County,"1,357"
31151,NE,Saline County,"14,224"
31153,NE,Sarpy County,"187,196"
31155,NE,Saunders County,"21,578"
31157,NE,Scotts Bluff County,"35,618"
31159,NE,Seward County,"17,284"
31161,NE,Sheridan County,"5,246"
31163,NE,Sherman County,"3,001"
31165,NE,Sioux County,"1,166"
31167,NE,Stanton County,"5,920"
31169,NE,Thayer County,"5,003"
31171,NE,Thomas County,722
31173,NE,Thurston County,"7,224"
31175,NE,Valley County,"4,158"
31177,NE,Washington County,"20,729"
31179,NE,Wayne County,"9,385"
31181,NE,Webster County,"3,487"
31183,NE,Wheeler County,783
31185,NE,York County,"13,679"
32000,NV,Nevada,"3,080,156"
32001,NV,Churchill County,"24,909"
32003,NV,Clark County,"2,266,715"
32005,NV,Douglas County,"48,905"
32007,NV,Elko County,"52,778"
32009,NV,Esmeralda County,873
32011,NV,Eureka County,"2,029"
32013,NV,Humboldt County,"16,831"
32015,NV,Lander County,"5,532"
32017,NV,Lincoln County,"5,183"
32019,NV,Lyon County,"57,510"
32021,NV,Mineral County,"4,505"
32023,NV,Nye County,"46,523"
32027,NV,Pershing County,"6,725"
32029,NV,Storey County,"4,123"
32031,NV,Washoe County,"471,519"
32033,NV,White Pine County,"9,580"
32510,NV,Carson City,"55,916"
33000,NH,New Hampshire,"1,359,711"
33001,NH,Belknap County,"61,303"
33003,NH,Carroll County,"48,910"
33005,NH,Cheshire County,"76,085"
33007,NH,Coos County,"31,563"
33009,NH,Grafton County,"89,886"
33011,NH,Hillsborough County,"417,025"
33013,NH,Merrimack County,"151,391"
33015,NH,Rockingham County,"309,769"
33017,NH,Strafford County,"130,633"
33019,NH,Sullivan County,"43,146"
34000,NJ,New Jersey,"8,882,190"
34001,NJ,Atlantic County,"263,670"
34003,NJ,Bergen County,"932,202"
34005,NJ,Burlington County,"445,349"
34007,NJ,Camden County,"506,471"
34009,NJ,Cape May County,"92,039"
34011,NJ,Cumberland County,"149,527"
34013,NJ,Essex County,"798,975"
34015,NJ,Gloucester County,"291,636"
34017,NJ,Hudson County,"672,391"
34019,NJ,Hunterdon County,"124,371"
34021,NJ,Mercer County,"367,430"
34023,NJ,Middlesex County,"825,062"
34025,NJ,Monmouth County,"618,795"
34027,NJ,Morris County,"491,845"
34029,NJ,Ocean County,"607,186"
34031,NJ,Passaic County,"501,826"
34033,NJ,Salem County,"62,385"
34035,NJ,Somerset County,"328,934"
34037,NJ,Sussex County,"140,488"
34039,NJ,Union County,"556,341"
34041,NJ,Warren County,"105,267"
35000,NM,New Mexico,"2,096,829"
35001,NM,Bernalillo County,"679,121"
35003,NM,Catron County,"3,527"
35005,NM,Chaves County,"64,615"
35006,NM,Cibola County,"26,675"
35007,NM,Colfax County,"11,941"
35009,NM,Curry County,"48,954"
35011,NM,De Baca County,"1,748"
35013,NM,Doña Ana County,"218,195"
35015,NM,Eddy County,"58,460"
35017,NM,Grant County,"26,998"
35019,NM,Guadalupe County,"4,300"
35021,NM,Harding County,625
35023,NM,Hidalgo County,"4,198"
35025,NM,Lea County,"71,070"
35027,NM,Lincoln County,"19,572"
35028,NM,Los Alamos County,"19,369"
35029,NM,Luna County,"23,709"
35031,NM,McKinley County,"71,367"
35033,NM,Mora County,"4,521"
35035,NM,Otero County,"67,490"
35037,NM,Quay County,"8,253"
35039,NM,Rio Arriba County,"38,921"
35041,NM,Roosevelt County,"18,500"
35043,NM,Sandoval County,"146,748"
35045,NM,San Juan County,"123,958"
35047,NM,San Miguel County,"27,277"
35049,NM,Santa Fe County,"150,358"
35051,NM,Sierra County,"10,791"
35053,NM,Socorro County,"16,637"
35055,NM,Taos County,"32,723"
35057,NM,Torrance County,"15,461"
35059,NM,Union County,"4,059"
35061,NM,Valencia County,"76,688"
36000,NY,New York,"19,453,561"
36001,NY,Albany County,"305,506"
36003,NY,Allegany County,"46,091"
36005,NY,Bronx County,"1,418,207"
36007,NY,Broome County,"190,488"
36009,NY,Cattaraugus County,"76,117"
36011,NY,Cayuga County,"76,576"
36013,NY,Chautauqua County,"126,903"
36015,NY,Chemung County,"83,456"
36017,NY,Chenango County,"47,207"
36019,NY,Clinton County,"80,485"
36021,NY,Columbia County,"59,461"
36023,NY,Cortland County,"47,581"
36025,NY,Delaware County,"44,135"
36027,NY,Dutchess County,"294,218"
36029,NY,Erie County,"918,702"
36031,NY,Essex County,"36,885"
36033,NY,Franklin County,"50,022"
36035,NY,Fulton County,"53,383"
36037,NY,Genesee County,"57,280"
36039,NY,Greene County,"47,188"
36041,NY,Hamilton County,"4,416"
36043,NY,Herkimer County,"61,319"
36045,NY,Jefferson County,"109,834"
36047,NY,Kings County,"2,559,903"
36049,NY,Lewis County,"26,296"
36051,NY,Livingston County,"62,914"
36053,NY,Madison County,"70,941"
36055,NY,Monroe County,"741,770"
36057,NY,Montgomery County,"49,221"
36059,NY,Nassau County,"1,356,924"
36061,NY,New York County,"1,628,706"
36063,NY,Niagara County,"209,281"
36065,NY,Oneida County,"228,671"
36067,NY,Onondaga County,"460,528"
36069,NY,Ontario County,"109,777"
36071,NY,Orange County,"384,940"
36073,NY,Orleans County,"40,352"
36075,NY,Oswego County,"117,124"
36077,NY,Otsego County,"59,493"
36079,NY,Putnam County,"98,320"
36081,NY,Queens County,"2,253,858"
36083,NY,Rensselaer County,"158,714"
36085,NY,Richmond County,"476,143"
36087,NY,Rockland County,"325,789"
36089,NY,St. Lawrence County,"107,740"
36091,NY,Saratoga County,"229,863"
36093,NY,Schenectady County,"155,299"
36095,NY,Schoharie County,"30,999"
36097,NY,Schuyler County,"17,807"
36099,NY,Seneca County,"34,016"
36101,NY,Steuben County,"95,379"
36103,NY,Suffolk County,"1,476,601"
36105,NY,Sullivan County,"75,432"
36107,NY,Tioga County,"48,203"
36109,NY,Tompkins County,"102,180"
36111,NY,Ulster County,"177,573"
36113,NY,Warren County,"63,944"
36115,NY,Washington County,"61,204"
36117,NY,Wayne County,"89,918"
36119,NY,Westchester County,"967,506"
36121,NY,Wyoming County,"39,859"
36123,NY,Yates County,"24,913"
37000,NC,North Carolina,"10,488,084"
37001,NC,Alamance County,"169,509"
37003,NC,Alexander County,"37,497"
37005,NC,Alleghany County,"11,137"
37007,NC,Anson County,"24,446"
37009,NC,Ashe County,"27,203"
37011,NC,Avery County,"17,557"
37013,NC,Beaufort County,"46,994"
37015,NC,Bertie County,"18,947"
37017,NC,Bladen County,"32,722"
37019,NC,Brunswick County,"142,820"
37021,NC,Buncombe County,"261,191"
37023,NC,Burke County,"90,485"
37025,NC,Cabarrus County,"216,453"
37027,NC,Caldwell County,"82,178"
37029,NC,Camden County,"10,867"
37031,NC,Carteret County,"69,473"
37033,NC,Caswell County,"22,604"
37035,NC,Catawba County,"159,551"
37037,NC,Chatham County,"74,470"
37039,NC,Cherokee County,"28,612"
37041,NC,Chowan County,"13,943"
37043,NC,Clay County,"11,231"
37045,NC,Cleveland County,"97,947"
37047,NC,Columbus County,"55,508"
37049,NC,Craven County,"102,139"
37051,NC,Cumberland County,"335,509"
37053,NC,Currituck County,"27,763"
37055,NC,Dare County,"37,009"
37057,NC,Davidson County,"167,609"
37059,NC,Davie County,"42,846"
37061,NC,Duplin County,"58,741"
37063,NC,Durham County,"321,488"
37065,NC,Edgecombe County,"51,472"
37067,NC,Forsyth County,"382,295"
37069,NC,Franklin County,"69,685"
37071,NC,Gaston County,"224,529"
37073,NC,Gates County,"11,562"
37075,NC,Graham County,"8,441"
37077,NC,Granville County,"60,443"
37079,NC,Greene County,"21,069"
37081,NC,Guilford County,"537,174"
37083,NC,Halifax County,"50,010"
37085,NC,Harnett County,"135,976"
37087,NC,Haywood County,"62,317"
37089,NC,Henderson County,"117,417"
37091,NC,Hertford County,"23,677"
37093,NC,Hoke County,"55,234"
37095,NC,Hyde County,"4,937"
37097,NC,Iredell County,"181,806"
37099,NC,Jackson County,"43,938"
37101,NC,Johnston County,"209,339"
37103,NC,Jones County,"9,419"
37105,NC,Lee County,"61,779"
37107,NC,Lenoir County,"55,949"
37109,NC,Lincoln County,"86,111"
37111,NC,McDowell County,"45,756"
37113,NC,Macon County,"35,858"
37115,NC,Madison County,"21,755"
37117,NC,Martin County,"22,440"
37119,NC,Mecklenburg County,"1,110,356"
37121,NC,Mitchell County,"14,964"
37123,NC,Montgomery County,"27,173"
37125,NC,Moore County,"100,880"
37127,NC,Nash County,"94,298"
37129,NC,New Hanover County,"234,473"
37131,NC,Northampton County,"19,483"
37133,NC,Onslow County,"197,938"
37135,NC,Orange County,"148,476"
37137,NC,Pamlico County,"12,726"
37139,NC,Pasquotank County,"39,824"
37141,NC,Pender County,"63,060"
37143,NC,Perquimans County,"13,463"
37145,NC,Person County,"39,490"
37147,NC,Pitt County,"180,742"
37149,NC,Polk County,"20,724"
37151,NC,Randolph County,"143,667"
37153,NC,Richmond County,"44,829"
37155,NC,Robeson County,"130,625"
37157,NC,Rockingham County,"91,010"
37159,NC,Rowan County,"142,088"
37161,NC,Rutherford County,"67,029"
37163,NC,Sampson County,"63,531"
37165,NC,Scotland County,"34,823"
37167,NC,Stanly County,"62,806"
37169,NC,Stokes County,"45,591"
37171,NC,Surry County,"71,783"
37173,NC,Swain County,"14,271"
37175,NC,Transylvania County,"34,385"
37177,NC,Tyrrell County,"4,016"
37179,NC,Union County,"239,859"
37181,NC,Vance County,"44,535"
37183,NC,Wake County,"1,111,761"
37185,NC,Warren County,"19,731"
37187,NC,Washington County,"11,580"
37189,NC,Watauga County,"56,177"
37191,NC,Wayne County,"123,131"
37193,NC,Wilkes County,"68,412"
37195,NC,Wilson County,"81,801"
37197,NC,Yadkin County,"37,667"
37199,NC,Yancey County,"18,069"
38000,ND,North Dakota,"762,062"
38001,ND,Adams County,"2,216"
38003,ND,Barnes County,"10,415"
38005,ND,Benson County,"6,832"
38007,ND,Billings County,928
38009,ND,Bottineau County,"6,282"
38011,ND,Bowman County,"3,024"
38013,ND,Burke County,"2,115"
38015,ND,Burleigh County,"95,626"
38017,ND,Cass County,"181,923"
38019,ND,Cavalier County,"3,762"
38021,ND,Dickey County,"4,872"
38023,ND,Divide County,"2,264"
38025,ND,Dunn County,"4,424"
38027,ND,Eddy County,"2,287"
38029,ND,Emmons County,"3,241"
38031,ND,Foster County,"3,210"
38033,ND,Golden Valley County,"1,761"
38035,ND,Grand Forks County,"69,451"
38037,ND,Grant County,"2,274"
38039,ND,Griggs County,"2,231"
38041,ND,Hettinger County,"2,499"
38043,ND,Kidder County,"2,480"
38045,ND,LaMoure County,"4,046"
38047,ND,Logan County,"1,850"
38049,ND,McHenry County,"5,745"
38051,ND,McIntosh County,"2,497"
38053,ND,McKenzie County,"15,024"
38055,ND,McLean County,"9,450"
38057,ND,Mercer County,"8,187"
38059,ND,Morton County,"31,364"
38061,ND,Mountrail County,"10,545"
38063,ND,Nelson County,"2,879"
38065,ND,Oliver County,"1,959"
38067,ND,Pembina County,"6,801"
38069,ND,Pierce County,"3,975"
38071,ND,Ramsey County,"11,519"
38073,ND,Ransom County,"5,218"
38075,ND,Renville County,"2,327"
38077,ND,Richland County,"16,177"
38079,ND,Rolette County,"14,176"
38081,ND,Sargent County,"3,898"
38083,ND,Sheridan County,"1,315"
38085,ND,Sioux County,"4,230"
38087,ND,Slope County,750
38089,ND,Stark County,"31,489"
38091,ND,Steele County,"1,890"
38093,ND,Stutsman County,"20,704"
38095,ND,Towner County,"2,189"
38097,ND,Traill County,"8,036"
38099,ND,Walsh County,"10,641"
38101,ND,Ward County,"67,641"
38103,ND,Wells County,"3,834"
38105,ND,Williams County,"37,589"
39000,OH,Ohio,"11,689,100"
39001,OH,Adams County,"27,698"
39003,OH,Allen County,"102,351"
39005,OH,Ashland County,"53,484"
39007,OH,Ashtabula County,"97,241"
39009,OH,Athens County,"65,327"
39011,OH,Auglaize County,"45,656"
39013,OH,Belmont County,"67,006"
39015,OH,Brown County,"43,432"
39017,OH,Butler County,"383,134"
39019,OH,Carroll County,"26,914"
39021,OH,Champaign County,"38,885"
39023,OH,Clark County,"134,083"
39025,OH,Clermont County,"206,428"
39027,OH,Clinton County,"41,968"
39029,OH,Columbiana County,"101,883"
39031,OH,Coshocton County,"36,600"
39033,OH,Crawford County,"41,494"
39035,OH,Cuyahoga County,"1,235,072"
39037,OH,Darke County,"51,113"
39039,OH,Defiance County,"38,087"
39041,OH,Delaware County,"209,177"
39043,OH,Erie County,"74,266"
39045,OH,Fairfield County,"157,574"
39047,OH,Fayette County,"28,525"
39049,OH,Franklin County,"1,316,756"
39051,OH,Fulton County,"42,126"
39053,OH,Gallia County,"29,898"
39055,OH,Geauga County,"93,649"
39057,OH,Greene County,"168,937"
39059,OH,Guernsey County,"38,875"
39061,OH,Hamilton County,"817,473"
39063,OH,Hancock County,"75,783"
39065,OH,Hardin County,"31,365"
39067,OH,Harrison County,"15,040"
39069,OH,Henry County,"27,006"
39071,OH,Highland County,"43,161"
39073,OH,Hocking County,"28,264"
39075,OH,Holmes County,"43,960"
39077,OH,Huron County,"58,266"
39079,OH,Jackson County,"32,413"
39081,OH,Jefferson County,"65,325"
39083,OH,Knox County,"62,322"
39085,OH,Lake County,"230,149"
39087,OH,Lawrence County,"59,463"
39089,OH,Licking County,"176,862"
39091,OH,Logan County,"45,672"
39093,OH,Lorain County,"309,833"
39095,OH,Lucas County,"428,348"
39097,OH,Madison County,"44,731"
39099,OH,Mahoning County,"228,683"
39101,OH,Marion County,"65,093"
39103,OH,Medina County,"179,746"
39105,OH,Meigs County,"22,907"
39107,OH,Mercer County,"41,172"
39109,OH,Miami County,"106,987"
39111,OH,Monroe County,"13,654"
39113,OH,Montgomery County,"531,687"
39115,OH,Morgan County,"14,508"
39117,OH,Morrow County,"35,328"
39119,OH,Muskingum County,"86,215"
39121,OH,Noble County,"14,424"
39123,OH,Ottawa County,"40,525"
39125,OH,Paulding County,"18,672"
39127,OH,Perry County,"36,134"
39129,OH,Pickaway County,"58,457"
39131,OH,Pike County,"27,772"
39133,OH,Portage County,"162,466"
39135,OH,Preble County,"40,882"
39137,OH,Putnam County,"33,861"
39139,OH,Richland County,"121,154"
39141,OH,Ross County,"76,666"
39143,OH,Sandusky County,"58,518"
39145,OH,Scioto County,"75,314"
39147,OH,Seneca County,"55,178"
39149,OH,Shelby County,"48,590"
39151,OH,Stark County,"370,606"
39153,OH,Summit County,"541,013"
39155,OH,Trumbull County,"197,974"
39157,OH,Tuscarawas County,"91,987"
39159,OH,Union County,"58,988"
39161,OH,Van Wert County,"28,275"
39163,OH,Vinton County,"13,085"
39165,OH,Warren County,"234,602"
39167,OH,Washington County,"59,911"
39169,OH,Wayne County,"115,710"
39171,OH,Williams County,"36,692"
39173,OH,Wood County,"130,817"
39175,OH,Wyandot County,"21,772"
40000,OK,Oklahoma,"3,956,971"
40001,OK,Adair County,"22,194"
40003,OK,Alfalfa County,"5,702"
40005,OK,Atoka County,"13,758"
40007,OK,Beaver County,"5,311"
40009,OK,Beckham County,"21,859"
40011,OK,Blaine County,"9,429"
40013,OK,Bryan County,"47,995"
40015,OK,Caddo County,"28,762"
40017,OK,Canadian County,"148,306"
40019,OK,Carter County,"48,111"
40021,OK,Cherokee County,"48,657"
40023,OK,Choctaw County,"14,672"
40025,OK,Cimarron County,"2,137"
40027,OK,Cleveland County,"284,014"
40029,OK,Coal County,"5,495"
40031,OK,Comanche County,"120,749"
40033,OK,Cotton County,"5,666"
40035,OK,Craig County,"14,142"
40037,OK,Creek County,"71,522"
40039,OK,Custer County,"29,003"
40041,OK,Delaware County,"43,009"
40043,OK,Dewey County,"4,891"
40045,OK,Ellis County,"3,859"
40047,OK,Garfield County,"61,056"
40049,OK,Garvin County,"27,711"
40051,OK,Grady County,"55,834"
40053,OK,Grant County,"4,333"
40055,OK,Greer County,"5,712"
40057,OK,Harmon County,"2,653"
40059,OK,Harper County,"3,688"
40061,OK,Haskell County,"12,627"
40063,OK,Hughes County,"13,279"
40065,OK,Jackson County,"24,530"
40067,OK,Jefferson County,"6,002"
40069,OK,Johnston County,"11,085"
40071,OK,Kay County,"43,538"
40073,OK,Kingfisher County,"15,765"
40075,OK,Kiowa County,"8,708"
40077,OK,Latimer County,"10,073"
40079,OK,Le Flore County,"49,853"
40081,OK,Lincoln County,"34,877"
40083,OK,Logan County,"48,011"
40085,OK,Love County,"10,253"
40087,OK,McClain County,"40,474"
40089,OK,McCurtain County,"32,832"
40091,OK,McIntosh County,"19,596"
40093,OK,Major County,"7,629"
40095,OK,Marshall County,"16,931"
40097,OK,Mayes County,"41,100"
40099,OK,Murray County,"14,073"
40101,OK,Muskogee County,"67,997"
40103,OK,Noble County,"11,131"
40105,OK,Nowata County,"10,076"
40107,OK,Okfuskee County,"11,993"
40109,OK,Oklahoma County,"797,434"
40111,OK,Okmulgee County,"38,465"
40113,OK,Osage County,"46,963"
40115,OK,Ottawa County,"31,127"
40117,OK,Pawnee County,"16,376"
40119,OK,Payne County,"81,784"
40121,OK,Pittsburg County,"43,654"
40123,OK,Pontotoc County,"38,284"
40125,OK,Pottawatomie County,"72,592"
40127,OK,Pushmataha County,"11,096"
40129,OK,Roger Mills County,"3,583"
40131,OK,Rogers County,"92,459"
40133,OK,Seminole County,"24,258"
40135,OK,Sequoyah County,"41,569"
40137,OK,Stephens County,"43,143"
40139,OK,Texas County,"19,983"
40141,OK,Tillman County,"7,250"
40143,OK,Tulsa County,"651,552"
40145,OK,Wagoner County,"81,289"
40147,OK,Washington County,"51,527"
40149,OK,Washita County,"10,916"
40151,OK,Woods County,"8,793"
40153,OK,Woodward County,"20,211"
41000,OR,Oregon,"4,217,737"
41001,OR,Baker County,"16,124"
41003,OR,Benton County,"93,053"
41005,OR,Clackamas County,"418,187"
41007,OR,Clatsop County,"40,224"
41009,OR,Columbia County,"52,354"
41011,OR,Coos County,"64,487"
41013,OR,Crook County,"24,404"
41015,OR,Curry County,"22,925"
41017,OR,Deschutes County,"197,692"
41019,OR,Douglas County,"110,980"
41021,OR,Gilliam County,"1,912"
41023,OR,Grant County,"7,199"
41025,OR,Harney County,"7,393"
41027,OR,Hood River County,"23,382"
41029,OR,Jackson County,"220,944"
41031,OR,Jefferson County,"24,658"
41033,OR,Josephine County,"87,487"
41035,OR,Klamath County,"68,238"
41037,OR,Lake County,"7,869"
41039,OR,Lane County,"382,067"
41041,OR,Lincoln County,"49,962"
41043,OR,Linn County,"129,749"
41045,OR,Malheur County,"30,571"
41047,OR,Marion County,"347,818"
41049,OR,Morrow County,"11,603"
41051,OR,Multnomah County,"812,855"
41053,OR,Polk County,"86,085"
41055,OR,Sherman County,"1,780"
41057,OR,Tillamook County,"27,036"
41059,OR,Umatilla County,"77,950"
41061,OR,Union County,"26,835"
41063,OR,Wallowa County,"7,208"
41065,OR,Wasco County,"26,682"
41067,OR,Washington County,"601,592"
41069,OR,Wheeler County,"1,332"
41071,OR,Yamhill County,"107,100"
42000,PA,Pennsylvania,"12,801,989"
42001,PA,Adams County,"103,009"
42003,PA,Allegheny County,"1,216,045"
42005,PA,Armstrong County,"64,735"
42007,PA,Beaver County,"163,929"
42009,PA,Bedford County,"47,888"
42011,PA,Berks County,"421,164"
42013,PA,Blair County,"121,829"
42015,PA,Bradford County,"60,323"
42017,PA,Bucks County,"628,270"
42019,PA,Butler County,"187,853"
42021,PA,Cambria County,"130,192"
42023,PA,Cameron County,"4,447"
